datetime,arrival_rate,job_count,hour,day_of_week,is_weekend,is_business_hours,arrival_rate_mean_12,arrival_rate_std_12,arrival_rate_max_12,arrival_rate_min_12,arrival_rate_mean_24,arrival_rate_std_24,arrival_rate_max_24,arrival_rate_min_24
2011-05-01 00:00:00,472592.97,472593,0,6,1,0,472592.96875,,472592.96875,472592.96875,472592.96875,,472592.96875,472592.96875
2011-05-01 00:05:00,498675.88,498676,0,6,1,0,485634.421875,18443.399882427984,498675.875,472592.96875,485634.421875,18443.399882427984,498675.875,472592.96875
2011-05-01 00:10:00,515779.44,515779,0,6,1,0,495682.7604166667,21748.26020525328,515779.4375,472592.96875,495682.7604166667,21748.26020525328,515779.4375,472592.96875
2011-05-01 00:15:00,520482.9,520483,0,6,1,0,501882.796875,21658.401517861814,520482.90625,472592.96875,501882.796875,21658.401517861814,520482.90625,472592.96875
2011-05-01 00:20:00,505517.3,505517,0,6,1,0,502609.7,18827.020688291683,520482.90625,472592.96875,502609.7,18827.020688291683,520482.90625,472592.96875
2011-05-01 00:25:00,484137.88,484138,0,6,1,0,499531.0625,18450.837908786907,520482.90625,472592.96875,499531.0625,18450.837908786907,520482.90625,472592.96875
2011-05-01 00:30:00,463613.62,463614,0,6,1,0,494400.0,21633.05648614215,520482.90625,463613.625,494400.0,21633.05648614215,520482.90625,463613.625
2011-05-01 00:35:00,448220.44,448220,0,6,1,0,488627.5546875,25839.940820367556,520482.90625,448220.4375,488627.5546875,25839.940820367556,520482.90625,448220.4375
2011-05-01 00:40:00,437530.72,437531,0,6,1,0,482950.12847222225,29569.211010261934,520482.90625,437530.71875,482950.12847222225,29569.211010261934,520482.90625,437530.71875
2011-05-01 00:45:00,430689.28,430689,0,6,1,0,477724.04375,32408.473609538145,520482.90625,430689.28125,477724.04375,32408.473609538145,520482.90625,430689.28125
2011-05-01 00:50:00,425985.8,425986,0,6,1,0,473020.5681818182,34476.481145201484,520482.90625,425985.8125,473020.5681818182,34476.481145201484,520482.90625,425985.8125
2011-05-01 00:55:00,422992.7,422993,0,6,1,0,468851.578125,35904.54596431841,520482.90625,422992.6875,468851.578125,35904.54596431841,520482.90625,422992.6875
2011-05-01 01:00:00,424275.47,424275,1,6,1,0,464825.1197916667,38089.587878894956,520482.90625,422992.6875,465422.6466346154,36531.5864832517,520482.90625,422992.6875
2011-05-01 01:05:00,432399.66,432400,1,6,1,0,459302.1015625,37536.01427723131,520482.90625,422992.6875,463063.86160714284,36191.05870288149,520482.90625,422992.6875
2011-05-01 01:10:00,437530.72,437531,1,6,1,0,452781.375,33401.87961799063,520482.90625,422992.6875,461361.65208333335,35492.23669206653,520482.90625,422992.6875
2011-05-01 01:15:00,435392.78,435393,1,6,1,0,445690.53125,25916.029192421647,505517.3125,422992.6875,459738.59765625,34897.96314711923,520482.90625,422992.6875
2011-05-01 01:20:00,431544.47,431544,1,6,1,0,439526.1276041667,17971.986084257904,484137.875,422992.6875,458080.1194852941,34474.779762446895,520482.90625,422992.6875
2011-05-01 01:25:00,432399.66,432400,1,6,1,0,435214.609375,11242.870213069733,463613.625,422992.6875,456653.4270833333,33988.7655357145,520482.90625,422992.6875
2011-05-01 01:30:00,441806.6,441807,1,6,1,0,433397.3567708333,7309.674300108173,448220.4375,422992.6875,455872.0148026316,33206.29296704812,520482.90625,422992.6875
2011-05-01 01:35:00,455489.44,455489,1,6,1,0,434003.1067708333,8799.162325837955,455489.4375,422992.6875,455852.8859375,32320.745426985915,520482.90625,422992.6875
2011-05-01 01:40:00,467461.9,467462,1,6,1,0,436497.3723958333,13087.359335757927,467461.90625,422992.6875,456405.6964285714,31604.06056075771,520482.90625,422992.6875
2011-05-01 01:45:00,474730.9,474731,1,6,1,0,440167.5078125,16923.623023656233,474730.90625,422992.6875,457238.66051136365,31088.87563404337,520482.90625,422992.6875
2011-05-01 01:50:00,478579.22,478579,1,6,1,0,444550.2916666667,19526.980640261085,478579.21875,422992.6875,458166.51086956525,30698.31245976354,520482.90625,422992.6875
2011-05-01 01:55:00,481572.34,481572,1,6,1,0,449431.9296875,20920.3469205405,481572.34375,424275.46875,459141.75390625,30401.3065870477,520482.90625,422992.6875
2011-05-01 02:00:00,488413.75,488414,2,6,1,0,454776.7864583333,22070.53759941859,488413.75,431544.46875,459800.953125,30873.5096091555,520482.90625,422992.6875
2011-05-01 02:05:00,503806.94,503807,2,6,1,0,460727.3932291667,24929.898137697557,503806.9375,431544.46875,460014.7473958333,31170.751910106083,520482.90625,422992.6875
2011-05-01 02:10:00,528179.5,528180,2,6,1,0,468281.4583333333,30396.519296057195,528179.5,431544.46875,460531.4166666667,32220.36145364087,528179.5,422992.6875
2011-05-01 02:15:00,553834.8,553835,2,6,1,0,478151.6276041667,37212.046766565756,553834.8125,431544.46875,461921.0794270833,35473.49505913551,553834.8125,422992.6875
2011-05-01 02:20:00,572221.1,572221,2,6,1,0,489874.6822916667,42916.18005908475,572221.125,432399.65625,464700.4049479167,41190.20593600579,572221.125,422992.6875
2011-05-01 02:25:00,582483.25,582483,2,6,1,0,502381.6484375,46373.64199229407,582483.25,441806.59375,468798.12890625,47600.94611928363,582483.25,422992.6875
2011-05-01 02:30:00,585476.4,585476,2,6,1,0,514354.1302083333,47835.86889562327,585476.375,455489.4375,473875.7434895833,53194.766658894085,585476.375,422992.6875
2011-05-01 02:35:00,581200.44,581200,2,6,1,0,524830.046875,47536.98337638517,585476.375,467461.90625,479416.5768229167,57182.50294866737,585476.375,422992.6875
2011-05-01 02:40:00,563669.3,563669,2,6,1,0,532847.3307291666,45028.75403009834,585476.375,474730.90625,484672.3515625,58935.27441840059,585476.375,422992.6875
2011-05-01 02:45:00,526469.1,526469,2,6,1,0,537158.8489583334,41279.05921378817,585476.375,478579.21875,488663.1783854167,58360.941654220784,585476.375,422992.6875
2011-05-01 02:50:00,469599.84,469600,2,6,1,0,536410.5677083334,42500.79682330571,585476.375,469599.84375,490480.4296875,56987.29439844222,585476.375,422992.6875
2011-05-01 02:55:00,402040.84,402041,2,6,1,0,529782.9427083334,55914.20537412807,585476.375,402040.84375,489607.4361979167,58213.38700725571,585476.375,402040.84375
2011-05-01 03:00:00,343033.62,343034,3,6,1,0,517667.9322916667,77338.09940729517,585476.375,343033.625,486222.359375,64228.86053651456,585476.375,343033.625
2011-05-01 03:05:00,307971.34,307971,3,6,1,0,501348.2994791667,98339.65486426016,585476.375,307971.34375,481037.8463541667,73162.83538827245,585476.375,307971.34375
2011-05-01 03:10:00,291723.0,291723,3,6,1,0,481643.5911458333,114788.78287032631,585476.375,291723.0,474962.5247395833,82402.99255847684,585476.375,291723.0
2011-05-01 03:15:00,284881.56,284882,3,6,1,0,459230.8203125,125196.88034177764,585476.375,284881.5625,468691.2239583333,90840.74207620663,585476.375,284881.5625
2011-05-01 03:20:00,281460.88,281461,3,6,1,0,435000.7994791667,129406.71083781381,585476.375,281460.875,462437.7408854167,98363.50211631808,585476.375,281460.875
2011-05-01 03:25:00,277184.97,277185,3,6,1,0,409559.2760416667,127776.28701179748,585476.375,277184.96875,455970.4622395833,105283.50815129402,585476.375,277184.96875
2011-05-01 03:30:00,274619.44,274619,3,6,1,0,383654.53125,120152.87210837702,581200.4375,274619.4375,449004.3307291667,111602.77468987544,585476.375,274619.4375
2011-05-01 03:35:00,281888.44,281888,3,6,1,0,358711.8645833333,105602.23514786671,563669.3125,274619.4375,441770.9557291667,116674.77435936437,585476.375,274619.4375
2011-05-01 03:40:00,303267.88,303268,3,6,1,0,337011.7447916667,84253.88628059084,526469.125,274619.4375,434929.5377604167,119872.9085665402,585476.375,274619.4375
2011-05-01 03:45:00,335337.03,335337,3,6,1,0,321084.0703125,59658.350680795214,469599.84375,274619.4375,429121.4596354167,121229.88128773579,585476.375,274619.4375
2011-05-01 03:50:00,381516.6,381517,3,6,1,0,313743.7994791667,42745.44833172838,402040.84375,274619.4375,425077.18359375,121127.19508710297,585476.375,274619.4375
2011-05-01 03:55:00,452068.72,452069,3,6,1,0,317912.7890625,53281.20635616518,452068.71875,274619.4375,423847.8658854167,120677.77982183499,585476.375,274619.4375
2011-05-01 04:00:00,542717.5,542718,4,6,1,0,334553.1119791667,84105.48244949947,542717.5,274619.4375,426110.5221354167,122437.25567681927,585476.375,274619.4375
2011-05-01 04:05:00,629090.4,629090,4,6,1,0,361313.03125,118806.00823180386,629090.375,274619.4375,431330.6653645833,128418.5355893256,629090.375,274619.4375
2011-05-01 04:10:00,682966.56,682967,4,6,1,0,393916.6614583333,148055.82632446077,682966.5625,274619.4375,437780.1263020833,137088.19778435596,682966.5625,274619.4375
2011-05-01 04:15:00,696221.8,696222,4,6,1,0,428195.015625,166930.98453165227,696221.8125,274619.4375,443712.91796875,145171.81184043927,696221.8125,274619.4375
2011-05-01 04:20:00,683821.75,683822,4,6,1,0,461725.0885416667,174993.0958088658,696221.8125,274619.4375,448362.9440104167,151132.04851794973,696221.8125,274619.4375
2011-05-01 04:25:00,662014.7,662015,4,6,1,0,493794.2317708333,173354.11148524162,696221.8125,274619.4375,451676.75390625,155022.56063092963,696221.8125,274619.4375
2011-05-01 04:30:00,638924.94,638925,4,6,1,0,524153.0234375,163076.55318382237,696221.8125,281888.4375,453903.77734375,157394.0473790233,696221.8125,274619.4375
2011-05-01 04:35:00,614552.4,614552,4,6,1,0,551875.0182291666,145474.5805356256,696221.8125,303267.875,455293.44140625,158708.58798591138,696221.8125,274619.4375
2011-05-01 04:40:00,588469.44,588469,4,6,1,0,575641.8151041666,122677.21936225775,696221.8125,335337.03125,456326.7799479167,159523.53721470662,696221.8125,274619.4375
2011-05-01 04:45:00,566234.9,566235,4,6,1,0,594883.3020833334,96975.15388438561,696221.8125,381516.59375,457983.6861979167,160487.35666782287,696221.8125,274619.4375
2011-05-01 04:50:00,554689.94,554690,4,6,1,0,609314.4140625,72008.24169746574,696221.8125,452068.71875,461529.1067708333,161690.51109676607,696221.8125,274619.4375
2011-05-01 04:55:00,553834.8,553835,4,6,1,0,617794.921875,56024.18709652822,696221.8125,542717.5,467853.85546875,162230.2875916489,696221.8125,274619.4375
2011-05-01 05:00:00,558965.9,558966,5,6,1,0,619148.953125,54211.741106187495,696221.8125,553834.8125,476851.0325520833,160989.852820271,696221.8125,274619.4375
2011-05-01 05:05:00,567090.06,567090,5,6,1,0,613982.2604166666,56099.74985611719,696221.8125,553834.8125,487647.6458333333,157829.4320090526,696221.8125,274619.4375
