datetime,arrival_rate,job_count,hour,day_of_week,is_weekend,is_business_hours,arrival_rate_mean_12,arrival_rate_std_12,arrival_rate_max_12,arrival_rate_min_12,arrival_rate_mean_24,arrival_rate_std_24,arrival_rate_max_24,arrival_rate_min_24
2011-05-01 00:00:00,306261.0,306261,0,6,1,0,306261.0,,306261.0,306261.0,306261.0,,306261.0,306261.0
2011-05-01 00:05:00,295143.7,295144,0,6,1,0,300702.34375,7861.12705731997,306261.0,295143.6875,300702.34375,7861.12705731997,306261.0,295143.6875
2011-05-01 00:10:00,303267.88,303268,0,6,1,0,301557.5208333333,5752.620519140786,306261.0,295143.6875,301557.5208333333,5752.620519140786,306261.0,295143.6875
2011-05-01 00:15:00,291295.4,291295,0,6,1,0,298991.9921875,6956.256954847102,306261.0,291295.40625,298991.9921875,6956.256954847102,306261.0,291295.40625
2011-05-01 00:20:00,263074.53,263075,0,6,1,0,291808.5,17155.3179263971,306261.0,263074.53125,291808.5,17155.3179263971,306261.0,263074.53125
2011-05-01 00:25:00,242550.28,242550,0,6,1,0,283598.796875,25295.0449481399,306261.0,242550.28125,283598.796875,25295.0449481399,306261.0,242550.28125
2011-05-01 00:30:00,245543.4,245543,0,6,1,0,278162.3125,27204.539185419326,306261.0,242550.28125,278162.3125,27204.539185419326,306261.0,242550.28125
2011-05-01 00:35:00,284453.97,284454,0,6,1,0,278948.76953125,25284.547892277824,306261.0,242550.28125,278948.76953125,25284.547892277824,306261.0,242550.28125
2011-05-01 00:40:00,366978.6,366979,0,6,1,0,288729.8611111111,37688.49412347154,366978.59375,242550.28125,288729.8611111111,37688.49412347154,366978.59375,242550.28125
2011-05-01 00:45:00,489696.53,489697,0,6,1,0,308826.528125,72810.42581816399,489696.53125,242550.28125,308826.528125,72810.42581816399,489696.53125,242550.28125
2011-05-01 00:50:00,565807.25,565807,0,6,1,0,332188.4119318182,103801.61878350518,565807.25,242550.28125,332188.4119318182,103801.61878350518,565807.25,242550.28125
2011-05-01 00:55:00,546138.2,546138,0,6,1,0,350017.5598958333,116661.01821515491,565807.25,242550.28125,350017.5598958333,116661.01821515491,565807.25,242550.28125
2011-05-01 01:00:00,504662.12,504662,1,6,1,0,366550.9869791667,123740.11597988312,565807.25,242550.28125,361913.29567307694,119646.3732252099,565807.25,242550.28125
2011-05-01 01:05:00,473448.16,473448,1,6,1,0,381409.6927083333,125084.1200871428,565807.25,242550.28125,369880.0714285714,118754.59745339472,565807.25,242550.28125
2011-05-01 01:10:00,447792.84,447793,1,6,1,0,393453.4401041667,123827.72671195802,565807.25,242550.28125,375074.25625,116189.56621571831,565807.25,242550.28125
2011-05-01 01:15:00,425130.62,425131,1,6,1,0,404606.375,119750.076716488,565807.25,242550.28125,378202.779296875,112945.1937040598,565807.25,242550.28125
2011-05-01 01:20:00,402896.03,402896,1,6,1,0,416258.1666666667,111225.9702757492,565807.25,242550.28125,379655.32352941175,109522.58339151657,565807.25,242550.28125
2011-05-01 01:25:00,376813.12,376813,1,6,1,0,427446.7369791667,98147.68727424016,565807.25,245543.40625,379497.4236111111,106254.62472249003,565807.25,242550.28125
2011-05-01 01:30:00,349875.03,349875,1,6,1,0,436141.0390625,84198.95854725999,565807.25,284453.96875,377938.35032894736,103484.31773899739,565807.25,242550.28125
2011-05-01 01:35:00,330633.56,330634,1,6,1,0,439989.3385416667,77418.14341547886,565807.25,330633.5625,375573.1109375,101278.12880907093,565807.25,242550.28125
2011-05-01 01:40:00,325502.5,325502,1,6,1,0,436532.9973958333,81777.17510168681,565807.25,325502.5,373188.79613095237,99316.56712424464,565807.25,242550.28125
2011-05-01 01:45:00,330633.56,330634,1,6,1,0,423277.75,85196.2867419745,565807.25,325502.5,371254.46732954547,97346.7641260854,565807.25,242550.28125
2011-05-01 01:50:00,328923.2,328923,1,6,1,0,403537.4114583333,76130.52996858227,546138.1875,325502.5,369413.9769021739,95517.31616902018,565807.25,242550.28125
2011-05-01 01:55:00,320371.44,320371,1,6,1,0,384723.515625,64729.14146720205,504662.125,320371.4375,367370.5377604167,93952.63014697877,565807.25,242550.28125
2011-05-01 02:00:00,315667.94,315668,2,6,1,0,368974.0,55181.778323345534,473448.15625,315667.9375,367762.4934895833,93705.90453547233,565807.25,242550.28125
2011-05-01 02:05:00,303695.47,303695,2,6,1,0,354827.9427083333,47136.57267925516,447792.84375,303695.46875,368118.8177083333,93433.62349806809,565807.25,242550.28125
2011-05-01 02:10:00,281033.28,281033,2,6,1,0,340931.3125,41479.68241277446,425130.625,281033.28125,367192.3763020833,94211.60568249173,565807.25,242550.28125
2011-05-01 02:15:00,271198.72,271199,2,6,1,0,328103.6536458333,36587.04317252992,402896.03125,271198.71875,366355.0143229167,95001.51414500586,565807.25,242550.28125
2011-05-01 02:20:00,268633.2,268633,2,6,1,0,316915.0833333333,31859.573040367497,376813.125,268633.1875,366586.625,94745.20216741081,565807.25,242550.28125
2011-05-01 02:25:00,266495.25,266495,2,6,1,0,307721.9270833333,28771.15201863907,349875.03125,266495.25,367584.33203125,93500.15238093583,565807.25,245543.40625
2011-05-01 02:30:00,265640.1,265640,2,6,1,0,300702.3489583333,27811.4983651283,330633.5625,265640.09375,368421.6940104167,92443.68846283598,565807.25,265640.09375
2011-05-01 02:35:00,267350.44,267350,2,6,1,0,295428.7552083333,27619.190982516717,330633.5625,265640.09375,367709.046875,93182.11448246965,565807.25,265640.09375
2011-05-01 02:40:00,277612.56,277613,2,6,1,0,291437.9270833333,26307.418419979665,330633.5625,265640.09375,363985.4622395833,94980.75995576798,565807.25,265640.09375
