datetime,arrival_rate,job_count,hour,day_of_week,is_weekend,is_business_hours,arrival_rate_mean_12,arrival_rate_std_12,arrival_rate_max_12,arrival_rate_min_12,arrival_rate_mean_24,arrival_rate_std_24,arrival_rate_max_24,arrival_rate_min_24
2011-05-01 00:00:00,35383.59,35384,0,6,1,0,35383.58984375,,35383.58984375,35383.58984375,35383.58984375,,35383.58984375,35383.58984375
2011-05-01 00:05:00,35169.797,35170,0,6,1,0,35276.693359375,151.17445797312865,35383.58984375,35169.796875,35276.693359375,151.17445797312865,35383.58984375,35169.796875
2011-05-01 00:10:00,35127.04,35127,0,6,1,0,35226.80859375,137.44936484436064,35383.58984375,35127.0390625,35226.80859375,137.44936484436064,35383.58984375,35127.0390625
2011-05-01 00:15:00,34998.76,34999,0,6,1,0,35169.796875,159.98821695173424,35383.58984375,34998.76171875,35169.796875,159.98821695173424,35383.58984375,34998.76171875
2011-05-01 00:20:00,34827.727,34828,0,6,1,0,35101.3828125,206.3966858050679,35383.58984375,34827.7265625,35101.3828125,206.3966858050679,35383.58984375,34827.7265625
2011-05-01 00:25:00,34699.45,34699,0,6,1,0,35034.393880208336,246.9914488935152,35383.58984375,34699.44921875,35034.393880208336,246.9914488935152,35383.58984375,34699.44921875
2011-05-01 00:30:00,34613.93,34614,0,6,1,0,34974.32756696428,275.8496820659573,35383.58984375,34613.9296875,34974.32756696428,275.8496820659573,35383.58984375,34613.9296875
2011-05-01 00:35:00,34613.93,34614,0,6,1,0,34929.27783203125,285.40925131602046,35383.58984375,34613.9296875,34929.27783203125,285.40925131602046,35383.58984375,34613.9296875
2011-05-01 00:40:00,34613.93,34614,0,6,1,0,34894.239149305555,286.9242395285588,35383.58984375,34613.9296875,34894.239149305555,286.9242395285588,35383.58984375,34613.9296875
2011-05-01 00:45:00,34571.17,34571,0,6,1,0,34861.932421875,289.16342384095844,35383.58984375,34571.171875,34861.932421875,289.16342384095844,35383.58984375,34571.171875
2011-05-01 00:50:00,34571.17,34571,0,6,1,0,34835.49964488636,287.99226692972826,35383.58984375,34571.171875,34835.49964488636,287.99226692972826,35383.58984375,34571.171875
2011-05-01 00:55:00,34571.17,34571,0,6,1,0,34813.472330729164,284.9947682484041,35383.58984375,34571.171875,34813.472330729164,284.9947682484041,35383.58984375,34571.171875
